%time,field.header.seq,field.header.stamp,field.header.frame_id,field.head,field.timeUTC,field.latitude,field.northOrSouth,field.longitude,field.eastOrWest,field.GPSstatus,field.satelliteNum,field.HDOP,field.altitude,field.altitudeUnit,field.geiod,field.geiodUnit,field.rtkAge,field.rtkID
1638155833015941640,61,1638155833002998114,/GNSS,$GPGGA,11832.4,40.0596383333,N,116.183083333,E,1,13,1.0,247.5,M,-9.8,M,0,
1638155833215920609,62,1638155833202998877,/GNSS,$GPGGA,11832.6,40.0596383333,N,116.183065,E,1,13,1.0,247.46,M,-9.8,M,0,
1638155833415922614,63,1638155833402998447,/GNSS,$GPGGA,11832.8,40.0596383333,N,116.183045,E,1,13,1.0,247.51,M,-9.8,M,0,
1638155833615959844,64,1638155833603002787,/GNSS,$GPGGA,11833.0,40.0596383333,N,116.183026667,E,1,13,1.0,247.53,M,-9.8,M,0,
1638155833815922585,65,1638155833802995920,/GNSS,$GPGGA,11833.2,40.0596366667,N,116.183008333,E,1,13,1.0,247.54,M,-9.8,M,0,
1638155834015958089,66,1638155834003012896,/GNSS,$GPGGA,11833.4,40.0596366667,N,116.18299,E,1,13,1.0,247.52,M,-9.8,M,0,
1638155834215956117,67,1638155834203002453,/GNSS,$GPGGA,11833.6,40.059635,N,116.182971667,E,1,13,1.0,247.54,M,-9.8,M,0,
1638155834416008461,68,1638155834403022051,/GNSS,$GPGGA,11833.8,40.059635,N,116.182953333,E,1,13,1.0,247.53,M,-9.8,M,0,
1638155834616047161,69,1638155834603032827,/GNSS,$GPGGA,11834.0,40.059635,N,116.182935,E,1,13,1.0,247.52,M,-9.8,M,0,
1638155834815934718,70,1638155834802966833,/GNSS,$GPGGA,11834.2,40.059635,N,116.182916667,E,1,13,1.0,247.47,M,-9.8,M,0,
1638155835016002088,71,1638155835002996206,/GNSS,$GPGGA,11834.4,40.059635,N,116.182896667,E,1,13,1.0,247.43,M,-9.8,M,0,
1638155835215931033,72,1638155835202962399,/GNSS,$GPGGA,11834.6,40.059635,N,116.182878333,E,1,13,1.0,247.43,M,-9.8,M,0,
1638155835415939537,73,1638155835402970076,/GNSS,$GPGGA,11834.8,40.0596333333,N,116.18286,E,1,13,1.0,247.45,M,-9.8,M,0,
1638155835615929967,74,1638155835602963209,/GNSS,$GPGGA,11835.0,40.0596333333,N,116.182841667,E,1,13,1.0,247.46,M,-9.8,M,0,
1638155835815933357,75,1638155835803006172,/GNSS,$GPGGA,11835.2,40.0596333333,N,116.182821667,E,1,13,1.0,247.49,M,-9.8,M,0,
1638155836015941652,76,1638155836003007412,/GNSS,$GPGGA,11835.4,40.0596333333,N,116.182803333,E,1,13,1.0,247.56,M,-9.8,M,0,
1638155836215931413,77,1638155836203003168,/GNSS,$GPGGA,11835.6,40.0596333333,N,116.182785,E,1,13,1.0,247.55,M,-9.8,M,0,
1638155836415931715,78,1638155836402996540,/GNSS,$GPGGA,11835.8,40.0596333333,N,116.182765,E,1,13,1.0,247.52,M,-9.8,M,0,
1638155836615926211,79,1638155836603001356,/GNSS,$GPGGA,11836.0,40.0596333333,N,116.182746667,E,1,13,1.0,247.48,M,-9.8,M,0,
1638155836815938307,80,1638155836802994728,/GNSS,$GPGGA,11836.2,40.0596333333,N,116.182728333,E,1,13,1.0,247.47,M,-9.8,M,0,
1638155837015999095,81,1638155837002997398,/GNSS,$GPGGA,11836.4,40.0596316667,N,116.18271,E,1,13,1.0,247.45,M,-9.8,M,0,
1638155837215930161,82,1638155837203000784,/GNSS,$GPGGA,11836.6,40.0596316667,N,116.18269,E,1,13,1.0,247.45,M,-9.8,M,0,
1638155837415926471,83,1638155837402997494,/GNSS,$GPGGA,11836.8,40.0596316667,N,116.182671667,E,1,13,1.0,247.45,M,-9.8,M,0,
1638155837615934968,84,1638155837603006363,/GNSS,$GPGGA,11837.0,40.0596316667,N,116.182653333,E,1,13,1.0,247.5,M,-9.8,M,0,
1638155837815906715,85,1638155837802963257,/GNSS,$GPGGA,11837.2,40.05963,N,116.182633333,E,1,13,1.0,247.52,M,-9.8,M,0,
1638155838015928038,86,1638155838002990007,/GNSS,$GPGGA,11837.4,40.05963,N,116.182615,E,1,13,1.0,247.51,M,-9.8,M,0,
1638155838215999849,87,1638155838203006744,/GNSS,$GPGGA,11837.6,40.05963,N,116.182596667,E,1,13,1.0,247.56,M,-9.8,M,0,
1638155838415968253,88,1638155838403011799,/GNSS,$GPGGA,11837.8,40.0596283333,N,116.182578333,E,1,13,1.0,247.53,M,-9.8,M,0,
1638155838615932130,89,1638155838603002787,/GNSS,$GPGGA,11838.0,40.0596283333,N,116.18256,E,1,13,1.0,247.59,M,-9.8,M,0,
1638155838815948392,90,1638155838802997112,/GNSS,$GPGGA,11838.2,40.0596283333,N,116.18254,E,1,13,1.0,247.6,M,-9.8,M,0,
1638155839015946866,91,1638155839002999067,/GNSS,$GPGGA,11838.4,40.0596283333,N,116.182521667,E,1,13,1.0,247.58,M,-9.8,M,0,
1638155839216011421,92,1638155839203018904,/GNSS,$GPGGA,11838.6,40.0596266667,N,116.182501667,E,1,13,1.0,247.58,M,-9.8,M,0,
1638155839415936591,93,1638155839402999401,/GNSS,$GPGGA,11838.8,40.0596266667,N,116.182483333,E,1,13,1.0,247.6,M,-9.8,M,0,
1638155839615925653,94,1638155839602993250,/GNSS,$GPGGA,11839.0,40.0596266667,N,116.182465,E,1,13,1.0,247.57,M,-9.8,M,0,
1638155839815974147,95,1638155839803001404,/GNSS,$GPGGA,11839.2,40.0596266667,N,116.182445,E,1,13,1.0,247.55,M,-9.8,M,0,
1638155840015985253,96,1638155840003016233,/GNSS,$GPGGA,11839.4,40.059625,N,116.182426667,E,1,13,1.0,247.54,M,-9.8,M,0,
1638155840215978181,97,1638155840202992201,/GNSS,$GPGGA,11839.6,40.059625,N,116.182408333,E,1,13,1.0,247.56,M,-9.8,M,0,
1638155840415963039,98,1638155840403013229,/GNSS,$GPGGA,11839.8,40.059625,N,116.182388333,E,1,13,1.0,247.58,M,-9.8,M,0,
1638155840615944693,99,1638155840602998495,/GNSS,$GPGGA,11840.0,40.059625,N,116.18237,E,1,13,1.0,247.6,M,-9.8,M,0,
1638155840815942329,100,1638155840803007841,/GNSS,$GPGGA,11840.2,40.0596233333,N,116.182351667,E,1,13,1.0,247.56,M,-9.8,M,0,
1638155841015940731,101,1638155841003003359,/GNSS,$GPGGA,11840.4,40.0596233333,N,116.182331667,E,1,13,1.0,247.55,M,-9.8,M,0,
1638155841215926339,102,1638155841202996016,/GNSS,$GPGGA,11840.6,40.0596233333,N,116.182313333,E,1,13,1.0,247.6,M,-9.8,M,0,
1638155841415942429,103,1638155841403005123,/GNSS,$GPGGA,11840.8,40.0596233333,N,116.182295,E,1,13,1.0,247.61,M,-9.8,M,0,
1638155841615925397,104,1638155841602996111,/GNSS,$GPGGA,11841.0,40.0596233333,N,116.182275,E,1,13,1.0,247.58,M,-9.8,M,0,
1638155841815941375,105,1638155841803011179,/GNSS,$GPGGA,11841.2,40.0596233333,N,116.182256667,E,1,13,1.0,247.61,M,-9.8,M,0,
1638155842015942147,106,1638155842003007174,/GNSS,$GPGGA,11841.4,40.0596233333,N,116.182238333,E,1,13,1.0,247.54,M,-9.8,M,0,
1638155842215932501,107,1638155842203006029,/GNSS,$GPGGA,11841.6,40.0596233333,N,116.18222,E,1,13,1.0,247.56,M,-9.8,M,0,
1638155842415939076,108,1638155842403001308,/GNSS,$GPGGA,11841.8,40.0596233333,N,116.1822,E,1,13,1.0,247.56,M,-9.8,M,0,
1638155842615935434,109,1638155842603002310,/GNSS,$GPGGA,11842.0,40.0596233333,N,116.182181667,E,1,13,1.0,247.53,M,-9.8,M,0,
1638155842815958976,110,1638155842802996397,/GNSS,$GPGGA,11842.2,40.0596216667,N,116.182163333,E,1,13,1.0,247.52,M,-9.8,M,0,
1638155843015938049,111,1638155843003000975,/GNSS,$GPGGA,11842.4,40.0596216667,N,116.182145,E,1,13,1.0,247.52,M,-9.8,M,0,
1638155843215915228,112,1638155843202974558,/GNSS,$GPGGA,11842.6,40.0596216667,N,116.182125,E,1,13,1.0,247.5,M,-9.8,M,0,
1638155843415929282,113,1638155843402997971,/GNSS,$GPGGA,11842.8,40.0596216667,N,116.182106667,E,1,13,1.0,247.5,M,-9.8,M,0,
1638155843615939685,114,1638155843602996826,/GNSS,$GPGGA,11843.0,40.0596216667,N,116.182088333,E,1,13,1.0,247.48,M,-9.8,M,0,
1638155843815962196,115,1638155843802999735,/GNSS,$GPGGA,11843.2,40.0596216667,N,116.18207,E,1,13,1.0,247.46,M,-9.8,M,0,
1638155844015980309,116,1638155844002987862,/GNSS,$GPGGA,11843.4,40.0596216667,N,116.18205,E,1,13,1.0,247.47,M,-9.8,M,0,
1638155844216014348,117,1638155844203015327,/GNSS,$GPGGA,11843.6,40.0596216667,N,116.182031667,E,1,13,1.0,247.46,M,-9.8,M,0,
1638155844415945129,118,1638155844403009415,/GNSS,$GPGGA,11843.8,40.0596216667,N,116.182011667,E,1,13,1.0,247.47,M,-9.8,M,0,
1638155844615906806,119,1638155844602960110,/GNSS,$GPGGA,11844.0,40.0596216667,N,116.181993333,E,1,13,1.0,247.43,M,-9.8,M,0,
1638155844815935135,120,1638155844803040743,/GNSS,$GPGGA,11844.2,40.0596216667,N,116.181975,E,1,13,1.0,247.39,M,-9.8,M,0,
1638155845015927309,121,1638155845003040552,/GNSS,$GPGGA,11844.4,40.0596216667,N,116.181956667,E,1,13,1.0,247.36,M,-9.8,M,0,
1638155845215932300,122,1638155845203046560,/GNSS,$GPGGA,11844.6,40.0596216667,N,116.181938333,E,1,13,1.0,247.3,M,-9.8,M,0,
1638155845415939613,123,1638155845403048992,/GNSS,$GPGGA,11844.8,40.05962,N,116.18192,E,1,13,1.0,247.3,M,-9.8,M,0,
1638155845615960770,124,1638155845603045702,/GNSS,$GPGGA,11845.0,40.05962,N,116.1819,E,1,13,1.0,247.29,M,-9.8,M,0,
1638155845815928682,125,1638155845802993536,/GNSS,$GPGGA,11845.2,40.05962,N,116.181881667,E,1,13,1.0,247.28,M,-9.8,M,0,
1638155846015936535,126,1638155846002996206,/GNSS,$GPGGA,11845.4,40.0596216667,N,116.181863333,E,1,13,1.0,247.28,M,-9.8,M,0,
1638155846215892943,127,1638155846202952147,/GNSS,$GPGGA,11845.6,40.05962,N,116.181843333,E,1,13,1.0,247.27,M,-9.8,M,0,
1638155846415938247,128,1638155846403005362,/GNSS,$GPGGA,11845.8,40.05962,N,116.181825,E,1,13,1.0,247.25,M,-9.8,M,0,
1638155846615913313,129,1638155846602967262,/GNSS,$GPGGA,11846.0,40.05962,N,116.181806667,E,1,13,1.0,247.24,M,-9.8,M,0,
1638155846815939219,130,1638155846803032637,/GNSS,$GPGGA,11846.2,40.05962,N,116.181788333,E,1,13,1.0,247.28,M,-9.8,M,0,
1638155847015922691,131,1638155847003015995,/GNSS,$GPGGA,11846.4,40.05962,N,116.181768333,E,1,13,1.0,247.3,M,-9.8,M,0,
1638155847215946067,132,1638155847203032017,/GNSS,$GPGGA,11846.6,40.05962,N,116.18175,E,1,13,1.0,247.35,M,-9.8,M,0,
1638155847415937682,133,1638155847403034449,/GNSS,$GPGGA,11846.8,40.0596183333,N,116.181731667,E,1,13,1.0,247.39,M,-9.8,M,0,
1638155847615925904,134,1638155847603025913,/GNSS,$GPGGA,11847.0,40.0596183333,N,116.181713333,E,1,13,1.0,247.41,M,-9.8,M,0,
1638155847815960375,135,1638155847803008318,/GNSS,$GPGGA,11847.2,40.0596183333,N,116.181693333,E,1,13,1.0,247.43,M,-9.8,M,0,
1638155848015941181,136,1638155848003010035,/GNSS,$GPGGA,11847.4,40.0596183333,N,116.181675,E,1,13,1.0,247.43,M,-9.8,M,0,
1638155848215931685,137,1638155848203001738,/GNSS,$GPGGA,11847.6,40.0596166667,N,116.181656667,E,1,13,1.0,247.41,M,-9.8,M,0,
1638155848416008629,138,1638155848403046608,/GNSS,$GPGGA,11847.8,40.0596166667,N,116.181638333,E,1,13,1.0,247.47,M,-9.8,M,0,
1638155848615918164,139,1638155848602995872,/GNSS,$GPGGA,11848.0,40.0596166667,N,116.181618333,E,1,13,1.0,247.49,M,-9.8,M,0,
1638155848815944118,140,1638155848802987576,/GNSS,$GPGGA,11848.2,40.0596166667,N,116.1816,E,1,13,1.0,247.52,M,-9.8,M,0,
1638155849016010495,141,1638155849003030539,/GNSS,$GPGGA,11848.4,40.0596166667,N,116.181581667,E,1,13,1.0,247.52,M,-9.8,M,0,
1638155849215926784,142,1638155849203005075,/GNSS,$GPGGA,11848.6,40.0596166667,N,116.181563333,E,1,13,1.0,247.53,M,-9.8,M,0,
1638155849415930262,143,1638155849403008223,/GNSS,$GPGGA,11848.8,40.059615,N,116.181543333,E,1,13,1.0,247.53,M,-9.8,M,0,
1638155849615938572,144,1638155849603008270,/GNSS,$GPGGA,11849.0,40.059615,N,116.181525,E,1,13,1.0,247.55,M,-9.8,M,0,
1638155849815936072,145,1638155849803000212,/GNSS,$GPGGA,11849.2,40.059615,N,116.181506667,E,1,13,1.0,247.55,M,-9.8,M,0,
1638155850015948271,146,1638155850003007889,/GNSS,$GPGGA,11849.4,40.059615,N,116.181488333,E,1,13,1.0,247.55,M,-9.8,M,0,
1638155850215928765,147,1638155850202995300,/GNSS,$GPGGA,11849.6,40.059615,N,116.181468333,E,1,13,1.0,247.54,M,-9.8,M,0,
1638155850415931608,148,1638155850402998686,/GNSS,$GPGGA,11849.8,40.0596133333,N,116.181451667,E,1,13,1.0,247.48,M,-9.8,M,0,
1638155850615919725,149,1638155850602994204,/GNSS,$GPGGA,11850.0,40.0596133333,N,116.181431667,E,1,13,1.0,247.46,M,-9.8,M,0,
1638155850815937230,150,1638155850803002834,/GNSS,$GPGGA,11850.2,40.0596133333,N,116.181413333,E,1,13,1.0,247.48,M,-9.8,M,0,
1638155851015927660,151,1638155851003004551,/GNSS,$GPGGA,11850.4,40.0596133333,N,116.181395,E,1,13,1.0,247.47,M,-9.8,M,0,
1638155851215933325,152,1638155851203002691,/GNSS,$GPGGA,11850.6,40.0596133333,N,116.181376667,E,1,13,1.0,247.49,M,-9.8,M,0,
1638155851415959568,153,1638155851403006554,/GNSS,$GPGGA,11850.8,40.0596133333,N,116.181356667,E,1,13,1.0,247.51,M,-9.8,M,0,
1638155851616024880,154,1638155851603013039,/GNSS,$GPGGA,11851.0,40.0596116667,N,116.181338333,E,1,13,1.0,247.46,M,-9.8,M,0,
1638155851815949972,155,1638155851802994013,/GNSS,$GPGGA,11851.2,40.0596116667,N,116.18132,E,1,13,1.0,247.4,M,-9.8,M,0,
1638155852015940960,156,1638155852002996922,/GNSS,$GPGGA,11851.4,40.0596116667,N,116.181301667,E,1,13,1.0,247.42,M,-9.8,M,0,
1638155852215923000,157,1638155852202988863,/GNSS,$GPGGA,11851.6,40.0596116667,N,116.181283333,E,1,13,1.0,247.46,M,-9.8,M,0,
1638155852415927202,158,1638155852402991772,/GNSS,$GPGGA,11851.8,40.0596116667,N,116.181265,E,1,13,1.0,247.46,M,-9.8,M,0,
1638155852615936876,159,1638155852602993727,/GNSS,$GPGGA,11852.0,40.0596116667,N,116.181245,E,1,13,1.0,247.46,M,-9.8,M,0,
1638155852815943286,160,1638155852803002596,/GNSS,$GPGGA,11852.2,40.05961,N,116.181226667,E,1,13,1.0,247.47,M,-9.8,M,0,
1638155853015927690,161,1638155853002996206,/GNSS,$GPGGA,11852.4,40.05961,N,116.181208333,E,1,13,1.0,247.51,M,-9.8,M,0,
1638155853215933072,162,1638155853202997923,/GNSS,$GPGGA,11852.6,40.05961,N,116.18119,E,1,13,1.0,247.58,M,-9.8,M,0,
1638155853415933819,163,1638155853402996302,/GNSS,$GPGGA,11852.8,40.05961,N,116.181171667,E,1,13,1.0,247.55,M,-9.8,M,0,
1638155853615906270,164,1638155853602978945,/GNSS,$GPGGA,11853.0,40.05961,N,116.181151667,E,1,13,1.0,247.56,M,-9.8,M,0,
1638155853815946318,165,1638155853803021669,/GNSS,$GPGGA,11853.2,40.0596083333,N,116.181133333,E,1,13,1.0,247.57,M,-9.8,M,0,
1638155854015933832,166,1638155854003020287,/GNSS,$GPGGA,11853.4,40.0596083333,N,116.181115,E,1,13,1.0,247.56,M,-9.8,M,0,
1638155854215962674,167,1638155854203037739,/GNSS,$GPGGA,11853.6,40.0596083333,N,116.181096667,E,1,13,1.0,247.57,M,-9.8,M,0,
1638155854415949973,168,1638155854403029203,/GNSS,$GPGGA,11853.8,40.0596083333,N,116.181078333,E,1,13,1.0,247.61,M,-9.8,M,0,
1638155854615920598,169,1638155854603013754,/GNSS,$GPGGA,11854.0,40.0596083333,N,116.181058333,E,1,13,1.0,247.63,M,-9.8,M,0,
1638155854815932512,170,1638155854803007364,/GNSS,$GPGGA,11854.2,40.0596083333,N,116.18104,E,1,13,1.0,247.66,M,-9.8,M,0,
1638155855015880628,171,1638155855002959967,/GNSS,$GPGGA,11854.4,40.0596083333,N,116.181021667,E,1,14,1.0,247.64,M,-9.8,M,0,
1638155855215939790,172,1638155855203008175,/GNSS,$GPGGA,11854.6,40.0596083333,N,116.181001667,E,1,14,1.0,247.63,M,-9.8,M,0,
1638155855416453858,173,1638155855403480291,/GNSS,$GPGGA,11854.8,40.0596066667,N,116.180983333,E,1,14,1.0,247.63,M,-9.8,M,0,
1638155855615967568,174,1638155855603027821,/GNSS,$GPGGA,11855.0,40.0596066667,N,116.180965,E,1,14,1.0,247.65,M,-9.8,M,0,
1638155855815945290,175,1638155855802982569,/GNSS,$GPGGA,11855.2,40.0596066667,N,116.180946667,E,1,14,1.0,247.64,M,-9.8,M,0,
1638155856015940230,176,1638155856002980709,/GNSS,$GPGGA,11855.4,40.0596066667,N,116.180926667,E,1,14,1.0,247.64,M,-9.8,M,0,
1638155856215926819,177,1638155856202939034,/GNSS,$GPGGA,11855.6,40.059605,N,116.180908333,E,1,14,1.0,247.63,M,-9.8,M,0,
1638155856415917903,178,1638155856402973413,/GNSS,$GPGGA,11855.8,40.059605,N,116.18089,E,1,14,1.0,247.62,M,-9.8,M,0,
1638155856615929645,179,1638155856602974892,/GNSS,$GPGGA,11856.0,40.059605,N,116.180871667,E,1,14,1.0,247.66,M,-9.8,M,0,
1638155856815934981,180,1638155856803004980,/GNSS,$GPGGA,11856.2,40.0596016667,N,116.180853333,E,1,14,1.0,247.74,M,-9.8,M,0,
1638155857015942036,181,1638155857003014088,/GNSS,$GPGGA,11856.4,40.0596033333,N,116.180835,E,1,14,1.0,247.67,M,-9.8,M,0,
1638155857215937377,182,1638155857203003883,/GNSS,$GPGGA,11856.6,40.0596033333,N,116.180816667,E,1,14,1.0,247.62,M,-9.8,M,0,
1638155857415935553,183,1638155857403004169,/GNSS,$GPGGA,11856.8,40.059605,N,116.180798333,E,1,14,1.0,247.51,M,-9.8,M,0,
1638155857615931511,184,1638155857603007317,/GNSS,$GPGGA,11857.0,40.059605,N,116.180781667,E,1,14,1.0,247.51,M,-9.8,M,0,
1638155857815945596,185,1638155857802969217,/GNSS,$GPGGA,11857.2,40.0596033333,N,116.180765,E,1,14,1.0,247.58,M,-9.8,M,0,
1638155858015930474,186,1638155858002996683,/GNSS,$GPGGA,11857.4,40.0596033333,N,116.180746667,E,1,14,1.0,247.56,M,-9.8,M,0,
1638155858215931431,187,1638155858202997446,/GNSS,$GPGGA,11857.6,40.0596033333,N,116.180731667,E,1,14,1.0,247.56,M,-9.8,M,0,
1638155858415932105,188,1638155858402997732,/GNSS,$GPGGA,11857.8,40.0596033333,N,116.180715,E,1,13,1.0,247.51,M,-9.8,M,0,
1638155858615928600,189,1638155858602993011,/GNSS,$GPGGA,11858.0,40.0596016667,N,116.180698333,E,1,14,1.0,247.56,M,-9.8,M,0,
1638155858815926980,190,1638155858802999735,/GNSS,$GPGGA,11858.2,40.0595983333,N,116.180683333,E,1,14,1.0,247.65,M,-9.8,M,0,
1638155859015889450,191,1638155859002954960,/GNSS,$GPGGA,11858.4,40.0596,N,116.180668333,E,1,14,1.0,247.55,M,-9.8,M,0,
1638155859215942588,192,1638155859203002453,/GNSS,$GPGGA,11858.6,40.0596,N,116.180653333,E,1,14,1.0,247.48,M,-9.8,M,0,
1638155859415936686,193,1638155859402999640,/GNSS,$GPGGA,11858.8,40.0595983333,N,116.18064,E,1,14,1.0,247.49,M,-9.8,M,0,
1638155859615931332,194,1638155859603002787,/GNSS,$GPGGA,11859.0,40.0595983333,N,116.180626667,E,1,14,1.0,247.49,M,-9.8,M,0,
1638155859815940491,195,1638155859803003073,/GNSS,$GPGGA,11859.2,40.0595983333,N,116.180613333,E,1,14,1.0,247.44,M,-9.8,M,0,
1638155860015932029,196,1638155860003001451,/GNSS,$GPGGA,11859.4,40.0595983333,N,116.1806,E,1,14,1.0,247.48,M,-9.8,M,0,
1638155860215938414,197,1638155860202998161,/GNSS,$GPGGA,11859.6,40.0595966667,N,116.180588333,E,1,14,1.0,247.58,M,-9.8,M,0,
1638155860415973388,198,1638155860403006077,/GNSS,$GPGGA,11859.8,40.0596,N,116.180575,E,1,13,1.0,247.46,M,-9.8,M,0,
1638155860616092740,199,1638155860603065014,/GNSS,$GPGGA,11860.0,40.0595966667,N,116.180565,E,1,14,1.0,247.59,M,-9.8,M,0,
1638155860815936992,200,1638155860802935600,/GNSS,$GPGGA,11860.2,40.059595,N,116.180553333,E,1,14,1.0,247.62,M,-9.8,M,0,
1638155861015938040,201,1638155861002935410,/GNSS,$GPGGA,11860.4,40.0595966667,N,116.180543333,E,1,14,1.0,247.58,M,-9.8,M,0,
1638155861216009206,202,1638155861202940464,/GNSS,$GPGGA,11860.6,40.0595983333,N,116.180533333,E,1,13,1.0,247.47,M,-9.8,M,0,
1638155861415974382,203,1638155861402947187,/GNSS,$GPGGA,11860.8,40.0595966667,N,116.180523333,E,1,14,1.0,247.58,M,-9.8,M,0,
1638155861616092006,204,1638155861602979898,/GNSS,$GPGGA,11861.0,40.0595966667,N,116.180515,E,1,14,1.0,247.58,M,-9.8,M,0,
1638155861815935435,205,1638155861802953720,/GNSS,$GPGGA,11861.2,40.0595966667,N,116.180506667,E,1,14,1.0,247.55,M,-9.8,M,0,
1638155862015930645,206,1638155862002951145,/GNSS,$GPGGA,11861.4,40.0595966667,N,116.180498333,E,1,14,1.0,247.55,M,-9.8,M,0,
1638155862215945502,207,1638155862202964783,/GNSS,$GPGGA,11861.6,40.0595966667,N,116.18049,E,1,14,1.0,247.56,M,-9.8,M,0,
1638155862415940151,208,1638155862402961969,/GNSS,$GPGGA,11861.8,40.0595966667,N,116.180483333,E,1,14,1.0,247.58,M,-9.8,M,0,
1638155862616007521,209,1638155862602998734,/GNSS,$GPGGA,11862.0,40.0595966667,N,116.180476667,E,1,14,1.0,247.51,M,-9.8,M,0,
1638155862816042670,210,1638155862802996159,/GNSS,$GPGGA,11862.2,40.0595966667,N,116.18047,E,1,14,1.0,247.57,M,-9.8,M,0,
1638155863015961832,211,1638155863002971172,/GNSS,$GPGGA,11862.4,40.0595966667,N,116.180465,E,1,13,1.0,247.57,M,-9.8,M,0,
1638155863216213321,212,1638155863203031301,/GNSS,$GPGGA,11862.6,40.0595966667,N,116.180458333,E,1,13,1.0,247.55,M,-9.8,M,0,
1638155863416567862,213,1638155863403012037,/GNSS,$GPGGA,11862.8,40.0595966667,N,116.180453333,E,1,13,1.0,247.57,M,-9.8,M,0,
1638155863615979247,214,1638155863602960587,/GNSS,$GPGGA,11863.0,40.0595966667,N,116.180448333,E,1,13,1.0,247.54,M,-9.8,M,0,
1638155863815937906,215,1638155863802995682,/GNSS,$GPGGA,11863.2,40.0595966667,N,116.180443333,E,1,13,1.0,247.55,M,-9.8,M,0,
1638155864015944626,216,1638155864002998352,/GNSS,$GPGGA,11863.4,40.0595966667,N,116.180438333,E,1,13,1.0,247.56,M,-9.8,M,0,
1638155864215956300,217,1638155864203007221,/GNSS,$GPGGA,11863.6,40.0595966667,N,116.180433333,E,1,13,1.0,247.62,M,-9.8,M,0,
1638155864415967170,218,1638155864403008223,/GNSS,$GPGGA,11863.8,40.0595966667,N,116.180428333,E,1,13,1.0,247.63,M,-9.8,M,0,
1638155864616012974,219,1638155864603004694,/GNSS,$GPGGA,11864.0,40.0595966667,N,116.180423333,E,1,13,1.0,247.63,M,-9.8,M,0,
1638155864816003422,220,1638155864803021908,/GNSS,$GPGGA,11864.2,40.0595966667,N,116.180418333,E,1,13,1.0,247.68,M,-9.8,M,0,
1638155865015942697,221,1638155865002998829,/GNSS,$GPGGA,11864.4,40.0595966667,N,116.180413333,E,1,13,1.0,247.7,M,-9.8,M,0,
1638155865215965285,222,1638155865203009605,/GNSS,$GPGGA,11864.6,40.0595966667,N,116.18041,E,1,13,1.0,247.73,M,-9.8,M,0,
1638155865415930265,223,1638155865402988672,/GNSS,$GPGGA,11864.8,40.0595966667,N,116.180405,E,1,13,1.0,247.75,M,-9.8,M,0,
1638155865616062269,224,1638155865603023529,/GNSS,$GPGGA,11865.0,40.0595966667,N,116.1804,E,1,13,1.0,247.76,M,-9.8,M,0,
1638155865815949106,225,1638155865802974939,/GNSS,$GPGGA,11865.2,40.0595966667,N,116.180396667,E,1,13,1.0,247.82,M,-9.8,M,0,
1638155866016055824,226,1638155866002995968,/GNSS,$GPGGA,11865.4,40.0595966667,N,116.180393333,E,1,13,1.0,247.92,M,-9.8,M,0,
1638155866216025571,227,1638155866202990532,/GNSS,$GPGGA,11865.6,40.0595966667,N,116.180391667,E,1,13,1.0,247.91,M,-9.8,M,0,
1638155866415971365,228,1638155866402967930,/GNSS,$GPGGA,11865.8,40.0595966667,N,116.18039,E,1,13,1.0,247.87,M,-9.8,M,0,
1638155866615990173,229,1638155866602992296,/GNSS,$GPGGA,11866.0,40.0595966667,N,116.180388333,E,1,13,1.0,247.84,M,-9.8,M,0,
1638155866815933145,230,1638155866802975416,/GNSS,$GPGGA,11866.2,40.0595966667,N,116.180386667,E,1,13,1.0,247.73,M,-9.8,M,0,
1638155867015967020,231,1638155867002978086,/GNSS,$GPGGA,11866.4,40.0595966667,N,116.180386667,E,1,13,1.0,247.69,M,-9.8,M,0,
1638155867215985455,232,1638155867202985764,/GNSS,$GPGGA,11866.6,40.0595966667,N,116.180385,E,1,13,1.0,247.7,M,-9.8,M,0,
1638155867416009372,233,1638155867403003216,/GNSS,$GPGGA,11866.8,40.0595966667,N,116.180385,E,1,13,1.0,247.7,M,-9.8,M,0,
1638155867616001072,234,1638155867602993488,/GNSS,$GPGGA,11867.0,40.0595966667,N,116.180385,E,1,13,1.0,247.71,M,-9.8,M,0,
1638155867815911191,235,1638155867802954912,/GNSS,$GPGGA,11867.2,40.0595966667,N,116.180385,E,1,13,1.0,247.69,M,-9.8,M,0,
1638155868015951163,236,1638155868002989292,/GNSS,$GPGGA,11867.4,40.0595983333,N,116.180385,E,1,13,1.0,247.68,M,-9.8,M,0,
1638155868215965449,237,1638155868202992201,/GNSS,$GPGGA,11867.6,40.0595983333,N,116.180385,E,1,13,1.0,247.67,M,-9.8,M,0,
1638155868415999708,238,1638155868403000593,/GNSS,$GPGGA,11867.8,40.0595983333,N,116.180385,E,1,13,1.0,247.64,M,-9.8,M,0,
1638155868615947512,239,1638155868602991581,/GNSS,$GPGGA,11868.0,40.0595983333,N,116.180385,E,1,13,1.0,247.61,M,-9.8,M,0,
1638155868816084903,240,1638155868803020716,/GNSS,$GPGGA,11868.2,40.0595983333,N,116.180386667,E,1,13,1.0,247.66,M,-9.8,M,0,
1638155869015937926,241,1638155869002991438,/GNSS,$GPGGA,11868.4,40.0595983333,N,116.180386667,E,1,13,1.0,247.68,M,-9.8,M,0,
